70.62740989,71.60897241
117.0925425,75.95959528
74.25126102,33.98474666
167.3127367,74.58444441
170.492919,62.57280676
198.8510274,68.58968951
198.8510274,68.58968951
255.945308,58.8225267
26.32864142,56.84325238
286.4439238,58.63905464
286.4450357,58.63894345
286.4461477,58.63883225
42.00972023,83.72246485
42.00972023,83.72246485
42.00972023,83.72246485
439.3862313,84.79205135
44.52573372,70.518926
52.95377289,78.26433792
59.4127677,76.70371347
59.4127677,76.70371347
59.4127677,76.70371347
59.65795309,75.31888862
24.771329,112.3471082
24.771329,112.3471082
192.0689947,10.38787051
16.32038362,101.1912287
152.5391058,99.90347722
12.18192116,93.34907694
99.43614491,124.7437051
99.43651014,124.7433608
99.43687536,124.7430165
99.43724059,124.7426722
99.43760582,124.7423279
151.20468,183.4511084
146.3438584,175.3445957
146.3438584,175.3445957
91.73713529,104.2379635
186.3451074,164.3580243
186.3487597,164.35768
197.7084511,163.3726414
39.95435631,24.15236568
196.2263553,118.1452207
230.7659824,125.6678028
220.7415651,119.9469357
220.7419303,119.9465914
149.3372684,78.32914244
174.8407856,89.05783405
136.6068757,69.53472089
260.6255758,129.1614017
186.5722793,91.4727451
185.4046449,90.82270916
185.4046449,90.82270916
46.78960133,22.39299935
168.5771226,78.67378543
66.58533283,30.84036782
137.1390131,59.08284542
143.6871888,60.40873969
195.6051022,81.32695117
108.7322973,38.12538389
108.7322973,38.12538389
111.1731721,281.9570917
87.18106187,227.3982135
87.18106187,227.3982135
87.18106187,227.3982135
88.29865543,243.334579
104.2197157,287.817908
95.64530097,268.2175736
90.93598343,283.1762233
90.59616062,294.1611907
76.53190325,279.2646297
65.17624371,266.6668148
60.03138832,250.8049558
46.9841893,197.2628728
36.66142584,192.1259387
31.27624996,196.334828
28.67128604,182.9777038
28.67128604,182.9777038
21.35597168,149.6593996
19.05467921,210.9530851
19.05467921,210.9530851
19.05467921,210.9530851
19.05467921,210.9530851
19.05467921,210.9530851
19.05467921,210.9713465
19.05467921,210.9713465
19.05467921,210.9713465
19.05467921,210.9713465
19.05467921,210.9713465
19.05467921,210.9713465
18.22113207,204.8008168
12.4114359,211.2291976
29.54614833,211.2551288
32.37972659,210.3522848
